/*********************************************
 * OPL 12.10.0.0 Data
 * Author: Kinast
 * Creation date: Aug 17, 2021 at 11:47:20 AM
 *********************************************/

 nOrders = 50;
 nTasks = 600;

 nWorkgroups = 10;
 nWorkstations = 30;

 nCobots = 0;
 cobotTimeFactor = 0.7;

 workstations = {
 	< 0, "Workstation 0", 0, 0.84, 0.82, 1, 2 >,
 	< 1, "Workstation 1", 1, 1.07, 1.19, 1, 1 >,
 	< 2, "Workstation 2", 1, 0.86, 1.17, 1, 1 >,
 	< 3, "Workstation 3", 2, 1.06, 0.94, 1, 1 >,
 	< 4, "Workstation 4", 3, 0.77, 1.23, 1, 1 >,
 	< 5, "Workstation 5", 4, 0.77, 0.77, 1, 5 >,
 	< 6, "Workstation 6", 5, 1.06, 0.86, 1, 4 >,
 	< 7, "Workstation 7", 3, 0.9, 0.89, 1, 3 >,
 	< 8, "Workstation 8", 6, 1.12, 0.78, 1, 4 >,
 	< 9, "Workstation 9", 2, 1.03, 0.88, 1, 1 >,
 	< 10, "Workstation 10", 7, 1.19, 1.08, 1, 1 >,
 	< 11, "Workstation 11", 5, 0.97, 0.82, 1, 4 >,
 	< 12, "Workstation 12", 5, 0.75, 1, 1, 1 >,
 	< 13, "Workstation 13", 7, 0.92, 1.02, 1, 1 >,
 	< 14, "Workstation 14", 8, 0.86, 0.98, 1, 1 >,
 	< 15, "Workstation 15", 0, 0.96, 1.1, 1, 5 >,
 	< 16, "Workstation 16", 9, 0.91, 1, 1, 5 >,
 	< 17, "Workstation 17", 4, 1.03, 0.93, 1, 4 >,
 	< 18, "Workstation 18", 9, 0.97, 0.83, 1, 1 >,
 	< 19, "Workstation 19", 3, 1.07, 0.93, 1, 1 >,
 	< 20, "Workstation 20", 7, 0.86, 1.24, 1, 3 >,
 	< 21, "Workstation 21", 2, 0.8, 1.2, 1, 1 >,
 	< 22, "Workstation 22", 9, 1.06, 1.11, 1, 1 >,
 	< 23, "Workstation 23", 4, 0.82, 1.22, 1, 5 >,
 	< 24, "Workstation 24", 6, 0.98, 0.92, 1, 1 >,
 	< 25, "Workstation 25", 8, 1.06, 1.17, 1, 4 >,
 	< 26, "Workstation 26", 1, 1.03, 0.83, 1, 1 >,
 	< 27, "Workstation 27", 8, 1.19, 1.14, 1, 2 >,
 	< 28, "Workstation 28", 0, 1.03, 0.92, 1, 1 >,
 	< 29, "Workstation 29", 6, 0.86, 1.1, 1, 2 >
 };

 tasks = {
 	// order 0
 	< 0, 0, 10, 47, 36, 110, 1, -1 >,
 	< 1, 0, 1, 0, 67, 188, 3, 0 >,
 	< 2, 0, 9, 0, 0, 177, 5, 1 >,
 	< 3, 0, 5, 66, 0, 165, 7, 2 >,
 	< 4, 0, 9, 0, 76, 136, 6, 3 >,
 	< 5, 0, 9, 99, 0, 167, 2, 4 >,
 	< 6, 0, 1, 89, 69, 141, 9, 5 >,
 	< 7, 0, 5, 0, 0, 185, 4, 6 >,
 	< 8, 0, 7, 97, 40, 196, 8, 7 >,
