/*********************************************
 * OPL 12.10.0.0 Data
 * Author: Kinast
 * Creation date: Aug 17, 2021 at 11:49:46 AM
 *********************************************/

 nOrders = 100;
 nTasks = 1200;

 nWorkgroups = 10;
 nWorkstations = 50;

 nCobots = 0;
 cobotTimeFactor = 0.7;

 workstations = {
 	< 0, "Workstation 0", 0, 1.12, 0.99, 1, 5 >,
 	< 1, "Workstation 1", 1, 1.09, 1.13, 1, 2 >,
 	< 2, "Workstation 2", 2, 1.19, 0.92, 1, 1 >,
 	< 3, "Workstation 3", 2, 1.18, 1.11, 1, 3 >,
 	< 4, "Workstation 4", 3, 0.77, 0.89, 1, 1 >,
 	< 5, "Workstation 5", 4, 1.18, 1.05, 1, 1 >,
 	< 6, "Workstation 6", 1, 0.93, 0.8, 1, 2 >,
 	< 7, "Workstation 7", 5, 1.01, 1.06, 1, 2 >,
 	< 8, "Workstation 8", 4, 0.8, 0.8, 1, 5 >,
 	< 9, "Workstation 9", 4, 1.15, 0.93, 1, 2 >,
 	< 10, "Workstation 10", 6, 0.81, 0.75, 1, 2 >,
 	< 11, "Workstation 11", 7, 0.82, 1.09, 1, 5 >,
 	< 12, "Workstation 12", 6, 0.77, 1.03, 1, 5 >,
 	< 13, "Workstation 13", 0, 0.99, 0.78, 1, 5 >,
 	< 14, "Workstation 14", 7, 0.88, 0.95, 1, 1 >,
 	< 15, "Workstation 15", 3, 0.81, 0.94, 1, 3 >,
 	< 16, "Workstation 16", 7, 1.03, 0.83, 1, 2 >,
 	< 17, "Workstation 17", 8, 1.14, 1.14, 1, 1 >,
 	< 18, "Workstation 18", 8, 0.99, 1, 1, 4 >,
 	< 19, "Workstation 19", 4, 0.99, 0.76, 1, 5 >,
 	< 20, "Workstation 20", 1, 0.96, 1.18, 1, 1 >,
 	< 21, "Workstation 21", 8, 1.09, 1.12, 1, 5 >,
 	< 22, "Workstation 22", 2, 1.14, 1.09, 1, 4 >,
 	< 23, "Workstation 23", 2, 1.22, 0.9, 1, 5 >,
 	< 24, "Workstation 24", 7, 1.22, 0.91, 1, 3 >,
 	< 25, "Workstation 25", 1, 0.99, 1.23, 1, 1 >,
 	< 26, "Workstation 26", 8, 0.92, 0.84, 1, 1 >,
 	< 27, "Workstation 27", 6, 1.02, 0.76, 1, 3 >,
 	< 28, "Workstation 28", 8, 0.78, 0.94, 1, 1 >,
 	< 29, "Workstation 29", 9, 0.84, 1.16, 1, 1 >,
 	< 30, "Workstation 30", 9, 0.95, 0.96, 1, 1 >,
 	< 31, "Workstation 31", 6, 1.04, 0.89, 1, 3 >,
 	< 32, "Workstation 32", 3, 0.84, 1.11, 1, 5 >,
 	< 33, "Workstation 33", 2, 1.24, 1.05, 1, 3 >,
 	< 34, "Workstation 34", 1, 0.78, 0.88, 1, 1 >,
 	< 35, "Workstation 35", 5, 1.02, 1.12, 1, 4 >,
 	< 36, "Workstation 36", 6, 0.79, 1.06, 1, 1 >,
 	< 37, "Workstation 37", 9, 0.77, 1.08, 1, 1 >,
 	< 38, "Workstation 38", 5, 1.11, 0.9, 1, 1 >,
 	< 39, "Workstation 39", 3, 0.81, 0.75, 1, 1 >,
 	< 40, "Workstation 40", 0, 1.14, 0.76, 1, 2 >,
 	< 41, "Workstation 41", 5, 1.19, 0.94, 1, 5 >,
 	< 42, "Workstation 42", 9, 0.83, 0.98, 1, 1 >,
 	< 43, "Workstation 43", 0, 1.03, 0.95, 1, 2 >,
 	< 44, "Workstation 44", 3, 0.75, 0.82, 1, 1 >,
 	< 45, "Workstation 45", 9, 0.97, 0.9, 1, 1 >,
 	< 46, "Workstation 46", 5, 0.99, 1.14, 1, 2 >,
 	< 47, "Workstation 47", 0, 1.02, 1.06, 1, 1 >,
 	< 48, "Workstation 48", 4, 1.24, 1.03, 1, 1 >,
 	< 49, "Workstation 49", 7, 0.83, 1.23, 1, 1 >
 };

 tasks = {
 	// order 0
 	< 0, 0, 4, 0, 0, 125, 2, -1 >,
 	< 1, 0, 5, 0, 85, 118, 3, 0 >,
 	< 2, 0, 10, 0, 0, 145, 0, 1 >,
 	< 3, 0, 3, 0, 0, 142, 7, 2 >,
 	< 4, 0, 3, 87, 0, 152, 8, 3 >,
 	< 5, 0, 3, 0, 37, 194, 6, 4 >,
